pair,name,base
AMP/USDT,Amp,AMP
AMPL/USDT,Ampleforth,AMPL
AMPL/ETH,Ampleforth,AMPL
ANALOS/USDT,analoS,ANALOS
ANC/USDT,Anchor Protocol,ANC
ANKR/USDT,Ankr,ANKR
ANKR/BTC,Ankr,ANKR
ANKR/ETH,Ankr,ANKR
ANML/USDT,Animal Concerts,ANML
ANT/USDT,Aragon,ANT
ANTC/USDT,Kingdom of Ants,ANTC
APCG/USDT,ALLPAYCOIN,APCG
APD/USDT,Aptopad,APD
APE/USDT,ApeCoin,APE
APE/USDC,ApeCoin,APE
APED/USDT,APED,APED
APEX/USDT,ApeX Protocol,APEX
APFC/USDT,APF coin,APFC
API3/USDT,API3,API3
APN/USDT,Apron Network,APN
APP/USDT,Moon App,APP
APT/USDT,Aptos,APT
APX/USDT,APX,APX
APX1/USDT,AstroPepeX,APX1
AR/USDT,Arweave,AR
AR/ETH,Arweave,AR
ARB/USDT,Arbitrum,ARB
ARBGPT/USDT,ArbGPT,ARBGPT
ARBS/USDT,Arbswap,ARBS
ARC/USDT,ARC,ARC
ARCH/USDT,Archimedes Finance,ARCH
AREA/USDT,Areon Network,AREA
ARIX/USDT,Arix,ARIX
ARK/USDT,Ark,ARK
ARKM/USDT,Arkham,ARKM
ARPA/USDT,ARPA,ARPA
ARRR/USDT,Pirate Chain,ARRR
ARTI/USDT,ARTi Project,ARTI
ARTY/USDT,Artyfact,ARTY
ARV/USDT,Ariva,ARV
ARW/USDT,Arowana Token,ARW
ASM/USDT,AS Monaco Fan Token,ASM
ASMATCH/USDT,AsMatch,ASMATCH
ASS/USDT,Australian Safe Shepherd,ASS
ASTO/USDT,Altered State Token,ASTO
ASTR/USDT,Astar,ASTR
ASTRA/USDT,ASTRA Protocol,ASTRA
ASTRADAO/USDT,Astra DAO,ASTRADAO
ASTRO/USDT,Astroport Classic,ASTRO
ASVA/USDT,Asva,ASVA
ATID/USDT,AstridDAO Token,ATID
ATLAS/USDT,Star Atlas,ATLAS
ATNT/USDT,Artizen,ATNT
ATOLO/USDT,RIZON,ATOLO
ATOM/BTC,Cosmos,ATOM
ATOM/USDT,Cosmos,ATOM
ATOM/USDC,Cosmos,ATOM
ATOR/USDT,ATOR Protocol,ATOR
ATR/USDT,Artrade,ATR
AUCTION/USDT,Bounce Token,AUCTION
AUR/USDT,Aurix,AUR
AURA/USDT,Aura Network,AURA
AURORA/USDT,Aurora,AURORA
AUTO/USDT,Auto,AUTO
AVA/ETH,AVA,AVA
AVA/USDT,AVA,AVA
AVAX/USDT,Avalanche,AVAX
AVAX/USDC,Avalanche,AVAX
AVG/USDT,Avocado DAO Token,AVG
AVTM/USDT,Aventis Metaverse,AVTM
AWT/USDT,Abyss World,AWT
AX/USDT,AurusX,AX
AXS/USDT,Axie Infinity,AXS
AYA/USDT,Aryacoin,AYA
AZERO/USDC,Aleph Zero,AZERO
AZERO/USDT,Aleph Zero,AZERO
AZIT/USDT,Azit,AZIT
AZY/USDT,Amazy,AZY
BABY/USDT,BabySwap,BABY
BABYBONK/USDT,Baby Bonk,BABYBONK
BABYDOGE/USDT,Baby Doge Coin,BABYDOGE
BABYDOGE2/USDT,Babydoge 2.0,BABYDOGE2
BABYDRAGON/USDT,Baby Dragon,BABYDRAGON
BABYELON/USDT,Baby Elon,BABYELON
BABYGROK/USDT,Baby Grok,BABYGROK
BABYGROK1/USDT,Baby Grok,BABYGROK1
BABYMEMECOIN/USDT,Baby Meme Coin,BABYMEMECOIN
BABYPEPE/USDT,BabyPepeFi,BABYPEPE
BABYSORA/USDT,Baby Sora,BABYSORA
BABYTOMCAT/USDT,Baby Tomcat,BABYTOMCAT
BABYTRUMP/USDT,Baby Trump,BABYTRUMP
BABYX/USDT,Baby X,BABYX
BAD/USDT,Bad Idea AI,BAD
BADGER/BTC,Badger DAO,BADGER
BADGER/USDT,Badger DAO,BADGER
BAJU/USDT,Bajun Network,BAJU
BAKE/USDT,BakeryToken,BAKE
BAL/ETH,Balancer,BAL
BAL/USDT,Balancer,BAL
BANANAGUN/USDT,Banana Gun,BANANAGUN
BAR/USDT,FC Barcelona Fan Token,BAR
BAT/USDT,Basic Attention Token,BAT
BAX/USDT,BABB,BAX
BBF/USDT,Bubblefong,BBF
BBL/USDT,beoble,BBL
BBS/USDT,BBS Network,BBS
BCB/USDT,Blockchain Bets,BCB
BCH/USDT,Bitcoin Cash,BCH
BCH/USDC,Bitcoin Cash,BCH
BCH/BTC,Bitcoin Cash,BCH
BCT/USDT,BabyChita,BCT
BDP/USDT,Big Data Protocol,BDP
BDX/USDT,Beldex,BDX
BDX/BTC,Beldex,BDX
BeAI/USDT,BeNFT Solutions,BEAI
BEAM/USDT,Beam,BEAM
BEAMX/USDT,Beam,BEAMX
BEAN/USDT,AzukiDAO,BEAN
BEFE/USDT,BEFE,BEFE
BEL/USDT,Bella Protocol,BEL
BEN/USDT,Ben (v2),BEN
BEND/USDT,BendDAO,BEND
BENDOG/USDT,Ben the Dog,BENDOG
BENQI/USDT,BENQI,BENQI
BERRY/USDT,Berry,BERRY
BETA/USDT,Beta Finance,BETA
BFIC/USDT,Blockchain Foundation for Innovation & Collaboration,BFIC
BFR/USDT,Buffer Finance,BFR
BFT/USDT,Brazil National Football Team Fan Token,BFT
BGB/USDT,Bitget Token,BGB
BGN/USDT,Bitgain,BGN
BHO/USDT,BHO Network,BHO
BICO/USDT,Biconomy,BICO
BIF/USDT,bonkwifhat,BIF
BIGTIME/USDT,Big Time,BIGTIME
BIN/USDT,Binemon,BIN
BIOFI/USDT,Biometric Financial,BIOFI
BIST/USDT,Bistroo,BIST
BIT1/USDT,Biconomy Exchange Token,BIT1
BITBULL/USDT,Bitbull,BITBULL
BITCI/USDT,Bitcicoin,BITCI
BIZA/USDT,BizAuto,BIZA
BKN/USDT,Brickken,BKN
BLA/USDT,BLUEART TOKEN,BLA
BLANKV2/USDT,BlockWallet,BLANKV2
BLAST/USDT,Blast Frontiers,BLAST
BLOCX/USDT,BLOCX.,BLOCX
BLOK/USDT,Bloktopia,BLOK
BLP/USDT,BullPerks,BLP
BLS/USDT,BlueSale Finance,BLS
BLT/USDT,Blocto Token,BLT
BLUES/USDT,Blueshift,BLUES
BLUR/USDT,Blur,BLUR
BLY/USDT,Blocery,BLY
BLZ/USDT,Bluzelle,BLZ
BNA/USDT,Bananatok,BNA
BNB/USDT,BNB,BNB
BNB/TUSD,BNB,BNB
BNB/USDC,BNB,BNB
BNC/USDT,Bifrost,BNC
BNT/USDT,Bancor,BNT
BNX/USDT,BinaryX,BNX
BOB/USDT,BOB,BOB
BOBA/USDT,Boba Network,BOBA
BOBO/USDT,BOBO,BOBO
BOND/USDT,BarnBridge,BOND
BONE/USDT,Bone ShibaSwap,BONE
BONK/USDT,Bonk,BONK
BOO/USDT,SpookySwap,BOO
BORING/USDT,BoringDAO,BORING
BOSON/USDT,Boson Protocol,BOSON
BOTTO/USDT,Botto,BOTTO
BOZO/USDT,BOZO,BOZO
bPRIVA/USDT,Privapp Network,BPRIVA
BRCT/USDT,BRC App,BRCT
BRD/USDT,Bread,BRD
BRISE/USDT,Bitgert,BRISE
BRN/USDT,BRN Metaverse,BRN
BROCK/USDT,Bitrock,BROCK
BRS/USDT,Broovs Projects,BRS
BSCPAD/USDT,BSCPAD,BSCPAD
BSCS/USDT,BSCS,BSCS
BSPT/USDT,Blocksport,BSPT
BST/USDT,Blocksquare Token,BST
BSV/USDT,Bitcoin SV,BSV
BSV/USDT,Bitcoin SV,BSV
BSW/USDT,Biswap,BSW
BTC/TUSD,Bitcoin,BTC
BTC/USDT,Bitcoin,BTC
BTC/USDC,Bitcoin,BTC
BTC2/USDT,Bitcoin 2.0,BTC2
BTCBAM/USDT,Bitcoin Bam,BTCBAM
BTM/USDT,Bytom,BTM
BTS/USDT,BitShares,BTS
BTT/USDT,BitTorrent (New),BTT
BTT/USDC,BitTorrent (New),BTT
BUNNY/USDT,Pancake Bunny,BUNNY
BUP/USDT,BuildUp,BUP
BURGER/USDT,BurgerCities,BURGER
BURN/USDT,Burn,BURN
BXC/USDT,BitcoinX,BXC
BXX/USDT,Baanx,BXX
BYN/USDT,NBX,BYN
BZZ/USDT,Swarm,BZZ
C98/USDT,Coin98,C98
CA/USDT,Coupon Assets,CA
CAF/USDT,Childrens Aid Foundation,CAF
CAGA/USDT,Crypto Asset Governance Alliance,CAGA
CAI/USDT,CryptoAI,CAI
CAKE/USDT,PancakeSwap,CAKE
CAL/USDT,FitBurn,CAL
CALCIUM/USDT,Calcium,CALCIUM
CAMLY/USDT,Camly Coin,CAMLY
CANDY/USDT,Candy Pocket,CANDY
CANTO/USDT,CANTO,CANTO
CAP/USDT,Capverse,CAP
CAPO/USDT,IL CAPO OF CRYPTO,CAPO
CARE/USDT,CareCoin,CARE
CAS/USDT,Cashaa,CAS
CAT/USDT,Cyber Arena,CAT
CATBOY/USDT,Catboy,CATBOY
CATE/USDT,CateCoin,CATE
CATGIRL/USDT,Catgirl,CATGIRL
CATHEON/USDT,Artisse,CATHEON
CATMAN/USDT,Catman,CATMAN
CAU/USDT,Canxium,CAU
CAVADA/USDT,Cavada,CAVADA
CAW/USDC,CAW(A Hunters Dream),CAW
CAW/USDT,CAW(A Hunters Dream),CAW
CAWCEO/USDT,CAW CEO,CAWCEO
CBK/USDT,Cobak Token,CBK
CBX/USDT,CropBytes,CBX
CCD/USDT,Concordium,CCD
CCT/USDC,Carbon Credit,CCT
CDOGE/USDT,cyberdoge,CDOGE
CDX/USDT,CodeXchain,CDX
CEEK/USDT,CEEK VR,CEEK
CEJI/USDT,Creation Energy Join International,CEJI
CEL/USDC,Celsius,CEL
CEL/USDT,Celsius,CEL
CELL/USDT,Cellframe,CELL
CELO/USDT,Celo,CELO
CELR/USDT,Celer Network,CELR
CELT/USDT,Celestial,CELT
CENNZ/USDT,CENNZnet,CENNZ
CENX/USDT,Centcex,CENX
CERE/USDT,Cere Network,CERE
CETUS/USDT,Cetus Protocol,CETUS
CFX/USDT,Conflux,CFX
CGG/USDT,ChainGuardians,CGG
CGPT/USDT,ChainGPT,CGPT
CGPT/USDC,ChainGPT,CGPT
CGV/USDT,Cogito Protocol,CGV
CHANGE/USDT,Changex,CHANGE
CHEERS/USDT,CheersLand,CHEERS
CHEQ/USDT,cheqd,CHEQ
CHESS/USDT,Tranchess,CHESS
CHICA/USDT,CHICA,CHICA
CHO/USDT,Choise.com,CHO
CHOKE/USDT,Artichoke Protocol,CHOKE
CHRISPUMP/USDT,Christmas Pump,CHRISPUMP
CHRP/USDT,Chirpley,CHRP
CHZ/USDT,Chiliz,CHZ
CIRUS/USDT,Cirus Foundation,CIRUS
CITY/USDT,Manchester City Fan Token,CITY
CKB/USDT,Nervos Network,CKB
CLEO/USDT,Cleo Tech,CLEO
CLFI/USDT,cLFi,CLFI
CLIPS/USDT,Clips,CLIPS
CLORE/USDT,Clore.ai,CLORE
CLOUD/USDT,NFTCloud,CLOUD
CLS/USDT,Coldstack,CLS
CLUB/USDT,ClubCoin,CLUB
CLV/USDT,CLV,CLV
CLY/USDT,Colony,CLY
CMP/USDT,Caduceus,CMP
CNC/USDT,Conic Finance,CNC
CNG/USDT,Changer,CNG
CNS/USDT,Centric Swap,CNS
CNTM/USDT,Connectome,CNTM
CODAI/USDT,CODAI,CODAI
COGE/USDT,Cogecoin,COGE
COLT/USDT,Collateral Network,COLT
COM/USDT,BRC20.com,COM
COMBO/USDT,COMBO,COMBO
COMP/USDT,Compound,COMP
CONV/USDT,Convergence,CONV
CONX/USDT,Connex,CONX
CORE/USDT,Core,CORE
COREUM/USDT,Coreum,COREUM
COTI/USDT,COTI,COTI
COVN/USDT,Covenant,COVN
CPH/USDT,Cypherium,CPH
CPU/USDT,CPUcoin,CPU
CQT/USDT,Covalent,CQT
CR/USDT,Crypto Rangers,CR
CRDC/USDT,Cardiocoin,CRDC
CRE/USDT,Carry,CRE
CREAM/USDT,Cream Finance,CREAM
CREO/USDT,Creo Engine,CREO
CREPE/USDT,Crepe Coin,CREPE
CRETA/USDT,Creta World,CRETA
CRF/USDT,Crafting Finance,CRF
CRH/USDT,Crypto Hunters Coin,CRH
CRK/USDT,Capitalrock,CRK
CRO/USDT,Cronos,CRO
CROWN/USDT,Crown Token,CROWN
CRT/USDT,Cantina Royale,CRT
CRTS/USDT,Cratos,CRTS
CRU/USDT,Crust Network,CRU
CRV/USDT,Curve DAO Token,CRV
CRV/ETH,Curve DAO Token,CRV
CSIX/USDT,Carbon browser,CSIX
CSPR/USDT,Casper,CSPR
CTC/USDT,Creditcoin,CTC
CTEX/USDT,Crypto tex,CTEX
CTK/USDT,Shentu,CTK
CTN/USDT,Continuum Finance,CTN
CTO/USDT,Chief Troll Officer(BSC),CTO
CTXC/USDT,Cortex,CTXC
CTY/USDT,Custodiy,CTY
CUDOS/USDT,CUDOS,CUDOS
CULT/USDT,Cult DAO,CULT
CVIP/USDT,CVIP,CVIP
CVNT/USDT,Conscious Value Network,CVNT
CVP/USDT,PowerPool,CVP
CVT/USDT,CyberVein,CVT
CVTX/USDT,Carrieverse,CVTX
CVX/USDT,Convex Finance,CVX
CWAR/USDT,Cryowar,CWAR
CWEB/USDT,Coinweb,CWEB
CWS/USDT,Seascape Crowns,CWS
CYBER/USDT,CyberConnect,CYBER
CYBERTRUCK/USDT,CYBERTRUCK,CYBERTRUCK
DAG/USDT,Constellation,DAG
DAI/USDT,Dai,DAI
DAMEX/USDT,Damex Token,DAMEX
DAO/USDT,DAO Maker,DAO
DAPPX/USDT,dAppstore,DAPPX
DAR/USDT,Mines of Dalarnia,DAR
DARC/USDT,Konstellation Network,DARC
DASH/USDT,Dash,DASH
DC/USDT,Dogechain,DC
DCB/USDT,Decubate,DCB
DCK/USDT,DexCheck,DCK
DCR/USDT,Decred,DCR
DD/USDT,DuckDAO,DD
DEB/USDT,Andus Chain,DEB
DECHAT/USDT,Dechat,DECHAT
DEFI/USDT,DeFi,DEFI
DEFROGS/USDT,DeFrogs,DEFROGS
DEGEN/USDT,DegenReborn,DEGEN
DEGO/USDT,Dego Finance,DEGO
DEGO/ETH,Dego Finance,DEGO
DEL/USDT,Decimal,DEL
DEP/USDT,DEAPcoin,DEP
DERI/USDT,Deri Protocol,DERI
DERP/USDT,Derp Coin,DERP
DERPDEX/USDT,Derp,DERPDEX
DEUS/USDT,DEUS Finance,DEUS
DEVVE/USDT,Devve,DEVVE
DEXE/ETH,DeXe,DEXE
DEXE/USDT,DeXe,DEXE
DEXE/BTC,DeXe,DEXE
DEXTF/USDT,Domani Protocol,DEXTF
DF/USDT,dForce,DF
DFC/USDT,DeFinder Capital,DFC
DFI/USDT,DfiStarter,DFI
DFYN/USDT,Dfyn Network,DFYN
DGC/USDT,Digitalcoin,DGC
DGH/USDT,Digihealth,DGH
DGI/USDT,DGI Game,DGI
DHP/USDT,dHealth,DHP
DIABLO/USDT,Diablo IV,DIABLO
DIGI/USDT,Digiverse,DIGI
DIONE/USDT,Dione Protocol,DIONE
DIS/USDT,Disney,DIS
DKA/USDT,dKargo,DKA
DKS/USDT,DarkShield Games Studio,DKS
DMAIL/USDT,DMAIL Network,DMAIL
DMT/USDT,Sanko GameCorp,DMT
DNX/USDT,Dynex,DNX
DOD/USDT,Day Of Defeat 2.0,DOD
DODO/USDT,DODO,DODO
DOGA/USDT,DOGAMÍ,DOGA
DOGE/TUSD,Dogecoin,DOGE
DOGE/USDC,Dogecoin,DOGE
DOGE/USDT,Dogecoin,DOGE
DOGE1/USDT,Satellite Doge-1,DOGE1
DOGE2/USDT,Doge 2.0,DOGE2
DOGECEO/USDT,Doge CEO,DOGECEO
DOGEPAY/USDT,Doge Payment,DOGEPAY
DOGGO/USDT,DOGGO,DOGGO
DOGGY/USDT,DOGGY,DOGGY
DOGWIFHAT/USDT,dogwifhat,DOGWIFHAT
DOLZ/USDT,DOLZ,DOLZ
DONS/USDT,The Dons,DONS
DORA/USDT,Dora Factory,DORA
DORKL/USDT,DORK LORD,DORKL
DOSE/USDT,DOSE,DOSE
DOT/USDT,Polkadot,DOT
DOT/BTC,Polkadot,DOT
DPEX/USDT,DPEX,DPEX
DPR/USDT,Deeper Network,DPR
DPX/USDT,Dopex,DPX
DRC/USDT,Dracula Token,DRC
DREAMS/USDT,Dreams Quest,DREAMS
DRF/USDT,DRIFE,DRF
DSLA/USDT,DSLA Protocol,DSLA
DTR/USDT,Dotori,DTR
DUA/USDT,Brillion,DUA
DUCK/USDT,Silly Duck,DUCK
DUEL/USDT,GameGPT,DUEL
DUSK/USDT,Dusk,DUSK
DUX/USDT,DUX,DUX
DVI/USDT,Dvision Network,DVI
DWARS/USDT,Dynasty Wars,DWARS
DXGM/USDT,DEXGame,DXGM
DYDX/USDT,dYdX (ethDYDX),DYDX
DYM/USDT,Dymension,DYM
DYP/USDT,Dypius [New],DYP
DZOO/USDT,Degen Zoo,DZOO
EARN/USDT,Earn Network,EARN
ECC/USDT,Etherconnect,ECC
EDEN/USDT,Eden,EDEN
EDU/USDT,Open Campus,EDU
EFC/USDT,Everton Fan Token,EFC
EG/USDT,EG Token,EG
EGC/USDT,Egoras Credit,EGC
EGG/USDT,Eggdog,EGG
EGLD/USDT,MultiversX,EGLD
EGO/USDT,EGO,EGO
EGRN/USDT,Energreen,EGRN
EJS/USDT,Enjinstarter,EJS
EKTA/USDT,Ekta,EKTA
EL/USDT,ELYSIA,EL
ELAN/USDT,Elan,ELAN
ELDA/USDT,Eldarune,ELDA
ELF/USDT,aelf,ELF
ELF/ETH,aelf,ELF
ELF/BTC,aelf,ELF
ELMO/USDT,ELMOERC,ELMO
ELON/USDT,Dogelon Mars,ELON
ELON2024/USDT,ELON 2024(BSC),ELON2024
ELONDOGE/USDT,ELON DOGE,ELONDOGE
ELONMARS/USDT,ELON MARS,ELONMARS
EMOJI/USDT,MOMOJI,EMOJI
EMP/USDT,Export Mortos Platform,EMP
EMPIRE/USDT,Empire Token,EMPIRE
EMR/USDT,Emorya Finance,EMR
ENJ/USDT,Enjin Coin,ENJ
ENS/USDC,Ethereum Name Service,ENS
ENS/USDT,Ethereum Name Service,ENS
ENTC/USDT,ENTERBUTTON,ENTC
EOS/USDC,EOS,EOS
EOS/USDT,EOS,EOS
EOSC/USDT,EOS Force,EOSC
EPIKO/USDT,Epiko,EPIKO
EPX/USDT,Ellipsis,EPX
EQ/USDT,Equilibrium,EQ
EQB/USDT,Equilibria Finance,EQB
ETC/USDT,Ethereum Classic,ETC
ETC/BTC,Ethereum Classic,ETC
ETE/USDT,Ethereum Express,ETE
ETERNAL/USDT,CryptoMines,ETERNAL
ETH/USDT,Ethereum,ETH
ETH/USDC,Ethereum,ETH
ETH/TUSD,Ethereum,ETH
ETH/BTC,Ethereum,ETH
ETHA/USDT,ETHA Lend,ETHA
ETHPAD/USDT,ETHPad,ETHPAD
ETHW/USDT,EthereumPoW,ETHW
ETL/USDT,Eternal World,ETL
ETP/USDT,Metaverse ETP,ETP
ETRL/USDT,Ethereal,ETRL
EUL/USDT,Euler,EUL
EUL/USDC,Euler,EUL
EURt/USDT,Tether EURt,EURT
EVDC/USDT,Electric Vehicle Direct Currency,EVDC
EVE/USDT,EVE Token,EVE
EVER/USDT,Everscale,EVER
EVMOS/USDT,Evmos,EVMOS
EVO/USDT,Devomon,EVO
EVRY/USDT,EVRYNET,EVRY
EXD/USDT,Exorde,EXD
EXFI/USDT,Experimental Finance,EXFI
EYES/USDT,EYES Protocol,EYES
F3/USDT,Friend3,F3
FACT/USDT,FACT0RN,FACT
FACTR/USDT,Defactor,FACTR
FAKEAI/USDT,DeepFakeAI,FAKEAI
FAKT/USDT,Medifakt,FAKT
FANC/USDT,fanC,FANC
FARA/USDT,FaraLand,FARA
FARM/USDT,Harvest Finance,FARM
FARMS/USDT,Farmsent,FARMS
FAVR/USDT,FAVOR,FAVR
FCT2/USDT,FirmaChain,FCT2
FEAR/USDT,FEAR,FEAR
FEG/USDT,FEG Token [NEW],FEG
FET/USDT,Fetch.ai,FET
FEVR/USDT,RealFevr,FEVR
FID/USDT,Fidira,FID
FIDA/USDT,Bonfida,FIDA
FIL/USDT,Filecoin,FIL
FIL/USDC,Filecoin,FIL
FINA/USDT,Defina Finance,FINA
FINBLOX/USDT,Finblox,FINBLOX
FINC/USDT,Finceptor,FINC
FINE/USDT,Fine,FINE
FIO/USDT,FIO Protocol,FIO
FIRO/USDT,Firo,FIRO
FITFI/USDC,Step App,FITFI
FITFI/USDT,Step App,FITFI
FLAME/USDT,Flame Protocol,FLAME
FLM/USDT,Flamingo,FLM
FLOKI/USDT,FLOKI,FLOKI
FLOKICEO/USDT,FLOKI CEO,FLOKICEO
FLOW/USDT,Flow,FLOW
FLOYX/USDT,Floyx,FLOYX
FLR/USDT,Flare,FLR
FLUX1/USDT,Flux,FLUX1
FLX/USDT,Reflexer Ungovernance Token,FLX
FMC/USDT,Fimarkcoin,FMC
FNCT/USDT,Financie Token,FNCT
FNCY/USDT,FNCY,FNCY
FNZ/USDT,Fanzee,FNZ
FO/USDT,FIBOS,FO
FOG/USDT,FOGNET,FOG
FOMO/USDT,FOMOSolana,FOMO
FON/USDT,INOFI,FON
FONCOIN/USDT,FONSmartChain,FONCOIN
FOOD/USDT,FoodChain Global,FOOD
FOR/USDT,ForTube,FOR
FORA/USDT,UFORIKA,FORA
FORE/USDT,FORE Protocol,FORE
FORT/USDT,Forta,FORT
FORTH/USDT,Ampleforth Governance Token,FORTH
FORWARD/USDT,Forward Protocol,FORWARD
FOX/USDT,Shapeshift FOX Token,FOX
FP/USDT,Forgotten Playland,FP
FPFT/USDT,Peruvian National Football Team Fan Token,FPFT
FRC/USDT,SNKRZ,FRC
FREE/USDT,FreeRossDAO,FREE
FREEDOM/USDT,FREEdom Coin,FREEDOM
FROG/USDT,FrogSwap,FROG
FROGE/USDT,Froge,FROGE
FRONT/USDT,Frontier,FRONT
FRTS/USDT,Fruits,FRTS
FSN/USDT,Fusion,FSN
FTM/USDC,Fantom,FTM
FTM/USDT,Fantom,FTM
FTN/USDT,Fasttoken,FTN
FTT/USDT,FTX Token,FTT
FTT/USDC,FTX Token,FTT
FUD/USDT,FUD,FUD
FUFU/USDT,Fufu Token,FUFU
FUN/USDT,FUNToken,FUN
FUSE/USDT,Fuse,FUSE
FUTURE/USDT,FUTURECOIN,FUTURE
FWC/USDT,Football World Community,FWC
FWW/USDT,Farmers World Wood,FWW
FX/USDT,Function X,FX
FXDX/USDT,FXDX,FXDX
FXS/USDT,Frax Share,FXS
FYN/USDT,Affyn,FYN
GAIA/USDT,GAIA Everworld,GAIA
GAINS/USDT,Gains,GAINS
GAL/USDC,Galxe,GAL
GAL/USDT,Galxe,GAL
GALA/USDT,Gala,GALA
GAME/USDT,Gamestarter,GAME
GARI/USDT,Gari Network,GARI
GAS/USDT,Gas DAO,GAS
GCAKE/USDT,Pancake Games,GCAKE
GCC/USDT,GuccioneCoin,GCC
GDC/USDT,Global Digital Content,GDC
GEAR/USDT,Gearbox Protocol,GEAR
GEC/USDT,Gec,GEC
GECKO/USDT,Gecko Coin,GECKO
GEL/USDT,Gelato,GEL
GENE/USDT,Genopets,GENE
GENEDAO/USDT,GenomesDao,GENEDAO
GF/USDT,GuildFi,GF
GFAL/USDT,Games for a Living,GFAL
GFLY/USDT,BattleFly,GFLY
GFT/USDT,Gifto,GFT
GFY/USDT,go fu*k yourself.,GFY
GHST/USDT,Aavegotchi,GHST
GHUB/USDT,GemHUB,GHUB
GHX/USDT,GamerCoin,GHX
GLEEC/USDT,Gleec Coin,GLEEC
GLFT/USDT,Global Fan Token,GLFT
GLI/USDT,GLI TOKEN,GLI
GLINT/USDT,BeamSwap,GLINT
GLMR/USDT,Moonbeam,GLMR
GLQ/USDT,Graphlinq Chain,GLQ
GM/USDT,GM Wagmi,GM
GMEE/USDT,GAMEE,GMEE
GMM/USDT,Gamium,GMM
GMMT/USDT,Giant Mammoth,GMMT
GMPD/USDT,GamesPad,GMPD
GMT/USDT,Gomining,GMT
GMX/USDT,GMX,GMX
