pair,name,base
AOG/USDT,AgeOfGods,AOG
APE/USDT,ApeCoin,APE
APE/USDC,ApeCoin,APE
API3/USDT,API3,API3
APP/USDT,Moon App,APP
APT/USDT,Aptos,APT
AR/BTC,Arweave,AR
AR/USDT,Arweave,AR
ARB/USDT,Arbitrum,ARB
ARKER/USDT,Arker,ARKER
ARKM/USDT,Arkham,ARKM
ARPA/USDT,ARPA,ARPA
ARTY/USDT,Artyfact,ARTY
ARX/USDT,ARCS,ARX
ASD/USDT,ASD,ASD
ASTR/BTC,Astar,ASTR
ASTR/USDT,Astar,ASTR
ASTRA/USDT,ASTRA Protocol,ASTRA
ATA/BTC,Automata Network,ATA
ATA/USDT,Automata Network,ATA
ATEM/USDT,Atem Network,ATEM
ATOM/KCS,Cosmos,ATOM
ATOM/ETH,Cosmos,ATOM
ATOM/USDC,Cosmos,ATOM
ATOM/BTC,Cosmos,ATOM
ATOM/USDT,Cosmos,ATOM
ATOR/USDT,ATOR Protocol,ATOR
AUCTION/USDT,Bounce Token,AUCTION
AUDIO/USDT,Audius,AUDIO
AUDIO/BTC,Audius,AUDIO
AURORA/USDT,Aurora,AURORA
AURY/USDT,Aurory,AURY
AVA/BTC,AVA,AVA
AVA/USDT,AVA,AVA
AVA/ETH,AVA,AVA
AVAX/BTC,Avalanche,AVAX
AVAX/USDC,Avalanche,AVAX
AVAX/USDT,Avalanche,AVAX
AXS/USDT,Axie Infinity,AXS
AZERO/USDT,Aleph Zero,AZERO
BABYDOGE/USDT,Baby Doge Coin,BABYDOGE
BAL/ETH,Balancer,BAL
BAL/USDT,Balancer,BAL
BAL/BTC,Balancer,BAL
BAND/BTC,Band Protocol,BAND
BAND/USDT,Band Protocol,BAND
BAT/USDT,Basic Attention Token,BAT
BAX/USDT,BABB,BAX
BAX/BTC,BABB,BAX
BAX/ETH,BABB,BAX
BBL/USDT,beoble,BBL
BCH/USDC,Bitcoin Cash,BCH
BCH/KCS,Bitcoin Cash,BCH
BCH/USDT,Bitcoin Cash,BCH
BCH/BTC,Bitcoin Cash,BCH
BCHSV/USDT,Bitcoin SV,BCHSV
BCHSV/USDC,Bitcoin SV,BCHSV
BCHSV/BTC,Bitcoin SV,BCHSV
BCHSV/ETH,Bitcoin SV,BCHSV
BCUT/USDT,bitsCrunch,BCUT
BDX/BTC,Beldex,BDX
BDX/USDT,Beldex,BDX
BEAT/USDT,MetaBeat,BEAT
BEPRO/USDT,Bepro,BEPRO
BEPRO/BTC,Bepro,BEPRO
BFC/USDT,Bifrost,BFC
BICO/USDT,Biconomy,BICO
BIFI/USDT,BiFi,BIFI
BIGTIME/USDT,Big Time,BIGTIME
BIIS/USDT,biis (Ordinals),BIIS
BLOK/USDT,Bloktopia,BLOK
BLUR/USDT,Blur,BLUR
BLZ/USDT,Bluzelle,BLZ
BMX/USDT,BitMart Token,BMX
BNB/KCS,BNB,BNB
BNB/BTC,BNB,BNB
BNB/USDT,BNB,BNB
BNB/USDC,BNB,BNB
BNC/USDT,Bifrost,BNC
BOB/USDT,BOB,BOB
BOBA/USDT,Boba Network,BOBA
BOLT/BTC,BOLT,BOLT
BOLT/USDT,BOLT,BOLT
BOND/USDT,BarnBridge,BOND
BONDLY/USDT,Forj (Bondly),BONDLY
BONDLY/ETH,Forj (Bondly),BONDLY
BONK/USDT,Bonk,BONK
BOSON/USDT,Boson Protocol,BOSON
BOSON/ETH,Boson Protocol,BOSON
BRISE/USDT,Bitgert,BRISE
BRWL/USDT,Blockchain Brawlers,BRWL
BSW/USDT,Biswap,BSW
BTC/USDC,Bitcoin,BTC
BTC/GBP,Bitcoin,BTC
BTC/EUR,Bitcoin,BTC
BTC/TUSD,Bitcoin,BTC
BTC/USDT,Bitcoin,BTC
BTC/BRL,Bitcoin,BTC
BTC/DAI,Bitcoin,BTC
BTT/USDT,BitTorrent (New),BTT
BULL/USDT,Bullieverse,BULL
BURGER/BTC,BurgerCities,BURGER
BURGER/USDT,BurgerCities,BURGER
C98/USDT,Coin98,C98
CAKE/USDT,PancakeSwap,CAKE
CANDY/USDT,Candy Pocket,CANDY
CAPP/ETH,Cappasity,CAPP
CAPP/BTC,Cappasity,CAPP
CAS/USDT,Cashaa,CAS
CAS/BTC,Cashaa,CAS
CCD/USDT,Concordium,CCD
CEEK/USDT,CEEK VR,CEEK
CELO/BTC,Celo,CELO
CELO/USDT,Celo,CELO
CELR/USDT,Celer Network,CELR
CERE/USDT,Cere Network,CERE
CETUS/USDT,Cetus Protocol,CETUS
CFG/BTC,Centrifuge,CFG
CFG/USDT,Centrifuge,CFG
CFX/USDT,Conflux,CFX
CFX/USDT,Conflux,CFX
CGPT/USDT,ChainGPT,CGPT
CHMB/USDT,Chumbi Valley,CHMB
CHR/USDT,Chromia,CHR
CHR/BTC,Chromia,CHR
CHZ/USDT,Chiliz,CHZ
CHZ/BTC,Chiliz,CHZ
CIRUS/USDT,Cirus Foundation,CIRUS
CKB/BTC,Nervos Network,CKB
CKB/USDT,Nervos Network,CKB
CLH/USDT,ClearDAO,CLH
CLV/USDT,CLV,CLV
CMP/USDT,Caduceus,CMP
COMBO/USDT,COMBO,COMBO
COMP/USDT,Compound,COMP
COQ/USDT,Coq Inu,COQ
COTI/USDT,COTI,COTI
COTI/BTC,COTI,COTI
CPOOL/USDT,Clearpool,CPOOL
CQT/USDT,Covalent,CQT
CREAM/BTC,Cream Finance,CREAM
CREAM/USDT,Cream Finance,CREAM
CREDI/USDT,Credefi,CREDI
CRO/BTC,Cronos,CRO
CRO/USDT,Cronos,CRO
CRPT/ETH,Crypterium,CRPT
CRPT/USDT,Crypterium,CRPT
CRPT/BTC,Crypterium,CRPT
CRV/USDT,Curve DAO Token,CRV
CSIX/USDT,Carbon browser,CSIX
CSPR/ETH,Casper,CSPR
CSPR/USDT,Casper,CSPR
CTC/USDT,Creditcoin,CTC
CTC/BTC,Creditcoin,CTC
CTI/ETH,ClinTex CTi,CTI
CTI/USDT,ClinTex CTi,CTI
CTSI/USDT,Cartesi,CTSI
CTSI/BTC,Cartesi,CTSI
CUDOS/USDT,CUDOS,CUDOS
CUDOS/BTC,CUDOS,CUDOS
CULT/USDT,Cult DAO,CULT
CVC/BTC,Civic,CVC
CVX/USDT,Convex Finance,CVX
CWAR/USDT,Cryowar,CWAR
CWEB/USDT,Coinweb,CWEB
CWS/USDT,Seascape Crowns,CWS
CYBER/USDT,CyberConnect,CYBER
DAG/USDT,Constellation,DAG
DAG/BTC,Constellation,DAG
DAG/ETH,Constellation,DAG
DAO/USDT,DAO Maker,DAO
DAPPX/USDT,dAppstore,DAPPX
DAR/BTC,Mines of Dalarnia,DAR
DAR/USDT,Mines of Dalarnia,DAR
DASH/USDT,Dash,DASH
DASH/ETH,Dash,DASH
DASH/KCS,Dash,DASH
DASH/BTC,Dash,DASH
DATA/BTC,Streamr,DATA
DATA/USDT,Streamr,DATA
DC/USDT,Dogechain,DC
DCK/USDT,DexCheck,DCK
DCR/BTC,Decred,DCR
DCR/USDT,Decred,DCR
DECHAT/USDT,Dechat,DECHAT
DEFI/USDT,DeFi,DEFI
DEGO/ETH,Dego Finance,DEGO
DEGO/USDT,Dego Finance,DEGO
DENT/ETH,Dent,DENT
DERC/USDT,DeRace,DERC
DEXE/ETH,DeXe,DEXE
DEXE/BTC,DeXe,DEXE
DEXE/USDT,DeXe,DEXE
DFI/USDT,DeFiChain,DFI
DFI/BTC,DeFiChain,DFI
DFYN/USDT,Dfyn Network,DFYN
DGB/BTC,DigiByte,DGB
DGB/ETH,DigiByte,DGB
DGB/USDT,DigiByte,DGB
DIA/BTC,DIA,DIA
DIA/USDT,DIA,DIA
DIVI/USDT,Divi,DIVI
DMAIL/USDT,DMAIL Network,DMAIL
DMTR/USDT,Dimitra,DMTR
DOCK/ETH,Dock,DOCK
DOCK/BTC,Dock,DOCK
DODO/USDT,DODO,DODO
DOGE/USDC,Dogecoin,DOGE
DOGE/BTC,Dogecoin,DOGE
DOGE/USDT,Dogecoin,DOGE
DOGE/KCS,Dogecoin,DOGE
DOSE/USDC,DOSE,DOSE
DOT/KCS,Polkadot,DOT
DOT/BTC,Polkadot,DOT
DOT/USDC,Polkadot,DOT
DOT/USDT,Polkadot,DOT
Dovi/USDT,Dovi(Ordinals),DOVI
DPET/USDT,My DeFi Pet,DPET
DPR/USDT,Deeper Network,DPR
DREAMS/USDT,Dreams Quest,DREAMS
DSLA/USDT,DSLA Protocol,DSLA
DSLA/BTC,DSLA Protocol,DSLA
DUSK/USDT,Dusk,DUSK
DVPN/USDT,Sentinel,DVPN
DYDX/USDT,dYdX (ethDYDX),DYDX
DYM/USDT,Dymension,DYM
DYP/USDT,Dypius [New],DYP
DYP/ETH,Dypius [New],DYP
ECOX/USDT,ECOx,ECOX
EDU/USDT,Open Campus,EDU
EGAME/BTC,EVERY GAME,EGAME
EGAME/USDT,EVERY GAME,EGAME
EGLD/USDT,MultiversX,EGLD
EGLD/BTC,MultiversX,EGLD
EGO/USDT,EGO,EGO
ELA/BTC,Elastos,ELA
ELA/USDT,Elastos,ELA
ELA/ETH,Elastos,ELA
ELF/BTC,aelf,ELF
ELF/USDT,aelf,ELF
ELON/USDT,Dogelon Mars,ELON
ENJ/BTC,Enjin Coin,ENJ
ENJ/ETH,Enjin Coin,ENJ
ENJ/USDT,Enjin Coin,ENJ
ENS/USDT,Ethereum Name Service,ENS
EOS/ETH,EOS,EOS
EOS/KCS,EOS,EOS
EOS/BTC,EOS,EOS
EOS/USDT,EOS,EOS
EOS/USDC,EOS,EOS
EOSC/USDT,EOS Force,EOSC
EPIK/USDT,EPIK Prime,EPIK
EPX/USDT,Ellipsis,EPX
EQX/BTC,EQIFI,EQX
EQX/USDT,EQIFI,EQX
ERG/USDT,Ergo,ERG
ERG/BTC,Ergo,ERG
ERN/USDT,Ethernity,ERN
ERN/BTC,Ethernity,ERN
ERTHA/USDT,Ertha,ERTHA
ETC/USDC,Ethereum Classic,ETC
ETC/BTC,Ethereum Classic,ETC
ETC/USDT,Ethereum Classic,ETC
ETC/ETH,Ethereum Classic,ETC
ETH/BRL,Ethereum,ETH
ETH/TUSD,Ethereum,ETH
ETH/GBP,Ethereum,ETH
ETH/DAI,Ethereum,ETH
ETH/EUR,Ethereum,ETH
ETH/USDT,Ethereum,ETH
ETH/USDC,Ethereum,ETH
ETH/BTC,Ethereum,ETH
ETHW/USDT,EthereumPoW,ETHW
EUL/USDT,Euler,EUL
EVER/USDT,Everscale,EVER
EWT/BTC,Energy Web Token,EWT
EWT/KCS,Energy Web Token,EWT
EWT/USDT,Energy Web Token,EWT
FCON/USDT,SpaceFalcon,FCON
FEAR/USDT,FEAR,FEAR
FET/ETH,Fetch.ai,FET
FET/USDT,Fetch.ai,FET
FET/BTC,Fetch.ai,FET
FIDA/USDT,Bonfida,FIDA
FIL/USDT,Filecoin,FIL
FINC/USDT,Finceptor,FINC
FIRE/USDT,Matr1x Fire,FIRE
FITFI/USDT,Step App,FITFI
FLAME/USDT,FireStarter,FLAME
FLIP/USDT,Chainflip,FLIP
FLOKI/USDT,FLOKI,FLOKI
FLOKI/USDC,FLOKI,FLOKI
FLOW/USDT,Flow,FLOW
FLOW/BTC,Flow,FLOW
FLR/USDT,Flare,FLR
FLR/USDC,Flare,FLR
FLUX/USDT,Flux,FLUX
FLUX/BTC,Flux,FLUX
FLY/USDT,Franklin,FLY
FORT/USDT,Forta,FORT
FORTH/USDT,Ampleforth Governance Token,FORTH
FORWARD/USDT,Forward Protocol,FORWARD
FRA/USDT,Fractal Network,FRA
FRM/USDT,Ferrum Network,FRM
FRONT/BTC,Frontier,FRONT
FRONT/USDT,Frontier,FRONT
FRR/USDT,Frontrow,FRR
FSN/USDT,Fusion,FSN
FT/USDT,FractonX,FT
FTG/USDT,OnGO,FTG
FTM/ETH,Fantom,FTM
FTM/USDT,Fantom,FTM
FTM/BTC,Fantom,FTM
FTM/USDC,Fantom,FTM
FTT/USDT,FTX Token,FTT
FTT/BTC,FTX Token,FTT
FX/ETH,Function X,FX
FX/BTC,Function X,FX
FXS/BTC,Frax Share,FXS
FXS/USDT,Frax Share,FXS
GAFI/USDT,GameFi.org,GAFI
GAL/USDT,Galxe,GAL
GALAX/USDT,Gala,GALAX
GARI/USDT,Gari Network,GARI
GAS/BTC,Gas,GAS
GAS/USDT,Gas,GAS
GEEQ/USDT,Geeq,GEEQ
GEM/USDT,Gemie,GEM
GFT/USDT,Gifto,GFT
GGG/USDT,Good Games Guild,GGG
GHX/USDT,GamerCoin,GHX
GLM/USDT,Golem,GLM
GLM/BTC,Golem,GLM
GLMR/BTC,Moonbeam,GLMR
GLMR/USDT,Moonbeam,GLMR
GLQ/USDT,Graphlinq Chain,GLQ
GLQ/BTC,Graphlinq Chain,GLQ
GMEE/USDT,GAMEE,GMEE
GMM/USDT,Gamium,GMM
GMT/USDT,GMT,GMT
GMT/USDC,GMT,GMT
GMX/USDT,GMX,GMX
GNS/USDT,Gains Network,GNS
GOAL/USDT,TopGoal,GOAL
GODS/USDT,Gods Unchained,GODS
GRAIL/USDT,Camelot Token,GRAIL
GRAPE/USDT,GrapeCoin,GRAPE
GRT/KCS,The Graph,GRT
GRT/USDT,The Graph,GRT
GST/USDT,Green Satoshi Token (SOL),GST
GTAI/USDT,GT Protocol,GTAI
GTC/USDT,Gitcoin,GTC
GTC/BTC,Gitcoin,GTC
H2O/USDT,H2O DAO,H2O
HAI/BTC,Hacken Token,HAI
HAI/USDT,Hacken Token,HAI
HAKA/USDT,TribeOne,HAKA
HALO/USDT,HALO NFT OFFICIAL,HALO
HAPI/USDT,HAPI Protocol,HAPI
HARD/USDT,Kava Lend,HARD
HBAR/BTC,Hedera,HBAR
HBAR/USDT,Hedera,HBAR
HBB/USDT,Hubble Protocol,HBB
HEART/USDT,Humans.ai,HEART
HEART/BTC,Humans.ai,HEART
HERO/USDT,Metahero,HERO
HFT/USDT,Hashflow,HFT
HFT/USDC,Hashflow,HFT
HIAZUKI/USDT,hiAZUKI,HIAZUKI
HIBAKC/USDT,hiBAKC,HIBAKC
HIBAYC/USDT,hiBAYC,HIBAYC
HIBEANZ/USDT,hiBEANZ,HIBEANZ
HIBIRDS/USDT,hiMOONBIRDS,HIBIRDS
HICLONEX/USDT,hiCLONEX,HICLONEX
HICOOLCATS/USDT,hiCOOLCATS,HICOOLCATS
HIDOODLES/USDT,hiDOODLES,HIDOODLES
HIENS3/USDT,hiENS3,HIENS3
HIENS4/USDT,hiENS4,HIENS4
HIFI/USDT,Hifi Finance,HIFI
HIFIDENZA/USDT,hiFIDENZA,HIFIDENZA
HIFLUF/USDT,hiFLUF,HIFLUF
HIFRIENDS/USDT,hiFRIENDS,HIFRIENDS
HIGAZERS/USDT,hiGAZERS,HIGAZERS
HIGH/USDT,Highstreet,HIGH
HIMAYC/USDT,hiMAYC,HIMAYC
HIMEEBITS/USDT,hiMEEBITS,HIMEEBITS
HIMFERS/USDT,hiMFERS,HIMFERS
HIOD/USDT,hiOD,HIOD
HIODBS/USDT,hiODBS,HIODBS
HIPENGUINS/USDT,hiPENGUINS,HIPENGUINS
HIPUNKS/USDT,hiPUNKS,HIPUNKS
HIRENGA/USDT,hiRENGA,HIRENGA
HISAND33/USDT,hiSAND33,HISAND33
HISEALS/USDT,hiSEALS,HISEALS
HISQUIGGLE/USDT,hiSQUIGGLE,HISQUIGGLE
HIUNDEAD/USDT,hiUNDEAD,HIUNDEAD
HIVALHALLA/USDT,hiVALHALLA,HIVALHALLA
HMND/USDT,Humanode,HMND
HNT/BTC,Helium,HNT
HNT/USDT,Helium,HNT
HON/USDT,Soul Society,HON
HOTCROSS/USDT,Hot Cross,HOTCROSS
HTR/BTC,Hathor,HTR
HTR/USDT,Hathor,HTR
HYDRA/USDT,Hydra,HYDRA
HYVE/BTC,Hyve,HYVE
HYVE/USDT,Hyve,HYVE
ICE/USDT,Ice Network,ICE
ICP/BTC,Internet Computer,ICP
ICP/USDT,Internet Computer,ICP
ICX/USDT,ICON,ICX
ID/USDT,SPACE ID,ID
IDEA/USDT,Ideaology,IDEA
IGU/USDT,IguVerse,IGU
IGU/BTC,IguVerse,IGU
ILV/USDT,Illuvium,ILV
IMX/USDT,Immutable,IMX
INFRA/USDT,Bware,INFRA
INJ/USDT,Injective,INJ
INJ/BTC,Injective,INJ
INSP/USDT,Inspect,INSP
IOI/USDT,IOI Token,IOI
IOST/BTC,IOST,IOST
IOST/USDT,IOST,IOST
IOST/ETH,IOST,IOST
IOTA/USDT,IOTA,IOTA
IOTA/BTC,IOTA,IOTA
IOTX/ETH,IoTeX,IOTX
IOTX/USDT,IoTeX,IOTX
IOTX/BTC,IoTeX,IOTX
IRL/USDT,Rebase GG,IRL
IRON/USDT,Iron Fish,IRON
ISLM/USDT,Islamic Coin,ISLM
ISP/USDT,Ispolink,ISP
ISSP/USDT,ISSP,ISSP
IZI/USDT,Izumi Finance,IZI
JAM/ETH,Geojam Token,JAM
JAM/USDT,Geojam Token,JAM
JASMY/USDT,JasmyCoin,JASMY
JASMY/USDC,JasmyCoin,JASMY
JST/USDT,JUST,JST
JTO/USDT,Jito,JTO
JUP/USDT,Jupiter,JUP
KAGI/USDT,Delysium,KAGI
KAI/BTC,KardiaChain,KAI
KAI/USDT,KardiaChain,KAI
KAI/ETH,KardiaChain,KAI
KARATE/USDT,Karate Combat,KARATE
KAS/USDT,Kaspa,KAS
KAVA/USDT,Kava,KAVA
KCS/ETH,KuCoin Token,KCS
KCS/USDT,KuCoin Token,KCS
KCS/BTC,KuCoin Token,KCS
KCS/USDC,KuCoin Token,KCS
KDA/BTC,Kadena,KDA
KDA/USDC,Kadena,KDA
KDA/USDT,Kadena,KDA
KEY/ETH,SelfKey,KEY
KEY/BTC,SelfKey,KEY
KICKS/USDT,GetKicks,KICKS
KING/USDT,Kingdomverse,KING
KLAY/USDT,Klaytn,KLAY
KLAY/BTC,Klaytn,KLAY
KLUB/USDT,KlubCoin,KLUB
KLV/USDT,Klever,KLV
KLV/TRX,Klever,KLV
KLV/BTC,Klever,KLV
KMA/USDT,Calamari Network,KMA
KMD/BTC,Komodo,KMD
KMD/USDT,Komodo,KMD
KNC/USDT,Kyber Network Crystal v2,KNC
KNC/BTC,Kyber Network Crystal v2,KNC
KNC/ETH,Kyber Network Crystal v2,KNC
KOK/USDT,KOK,KOK
KONO/USDT,Konomi Network,KONO
KRL/USDT,Kryll,KRL
KRL/BTC,Kryll,KRL
KSM/BTC,Kusama,KSM
KSM/USDT,Kusama,KSM
LABS/USDT,LABS Group,LABS
LABS/ETH,LABS Group,LABS
LADYS/USDT,Milady Meme Coin,LADYS
LAI/USDT,LayerAI,LAI
LAYER/USDT,UniLayer,LAYER
LAYER/BTC,UniLayer,LAYER
LBP/USDT,Launchblock.com,LBP
LBR/USDT,Lybra Finance,LBR
LDO/USDC,Lido DAO,LDO
LDO/USDT,Lido DAO,LDO
LENDS/USDT,Lends,LENDS
LIKE/USDT,Only1,LIKE
LINA/USDT,Linear Finance,LINA
LINA/BTC,Linear Finance,LINA
LINK/USDC,Chainlink,LINK
LINK/KCS,Chainlink,LINK
LINK/USDT,Chainlink,LINK
LINK/BTC,Chainlink,LINK
LIT/BTC,Litentry,LIT
LIT/USDT,Litentry,LIT
LITH/USDT,Lithium,LITH
LMR/USDT,Lumerin,LMR
LMWR/USDT,LimeWire,LMWR
LOCUS/USDT,Locus Chain,LOCUS
LOKA/USDT,League of Kingdoms Arena,LOKA
LOOKS/USDT,LooksRare,LOOKS
LOOM/BTC,Loom Network,LOOM
LPOOL/USDT,Launchpool,LPOOL
LPOOL/BTC,Launchpool,LPOOL
LPT/USDT,Livepeer,LPT
LQTY/USDT,Liquity,LQTY
LRC/USDT,Loopring,LRC
LRC/ETH,Loopring,LRC
LRC/BTC,Loopring,LRC
LSK/USDT,Lisk,LSK
LSK/ETH,Lisk,LSK
LSS/USDT,Lossless,LSS
LTC/ETH,Litecoin,LTC
LTC/BTC,Litecoin,LTC
LTC/KCS,Litecoin,LTC
LTC/USDC,Litecoin,LTC
LTC/USDT,Litecoin,LTC
LTO/USDT,LTO Network,LTO
LTO/BTC,LTO Network,LTO
LUNA/USDT,Terra,LUNA
LUNA/USDC,Terra,LUNA
LUNC/USDT,Terra Classic,LUNC
LUNC/USDC,Terra Classic,LUNC
LYM/ETH,Lympo,LYM
LYM/USDT,Lympo,LYM
LYX/ETH,LUKSO,LYX
LYX/USDT,LUKSO,LYX
MAGIC/USDT,Treasure,MAGIC
MAHA/BTC,MahaDAO,MAHA
MAHA/USDT,MahaDAO,MAHA
MAN/BTC,Matrix AI Network,MAN
MAN/USDT,Matrix AI Network,MAN
MANA/ETH,Decentraland,MANA
MANA/BTC,Decentraland,MANA
MANA/USDT,Decentraland,MANA
MANTA/USDT,Manta Network,MANTA
MAP/BTC,MAP Protocol,MAP
MAP/USDT,MAP Protocol,MAP
MARS4/USDT,MARS4,MARS4
MARSH/USDT,UnMarshal,MARSH
MASK/USDT,Mask Network,MASK
MATIC/USDT,Polygon,MATIC
MATIC/USDC,Polygon,MATIC
MATIC/BTC,Polygon,MATIC
MAV/USDT,Maverick Protocol,MAV
MAVIA/USDT,Heroes of Mavia,MAVIA
MBL/USDT,MovieBloc,MBL
MC/USDT,Mechaverse,MC
MELOS/USDT,Melos Studio,MELOS
MEME/USDT,Memecoin,MEME
METIS/USDT,Metis,METIS
MINA/USDT,Mina,MINA
MIND/USDT,Morpheus Labs,MIND
MJT/USDT,MojitoSwap,MJT
MJT/KCS,MojitoSwap,MJT
MKR/BTC,Maker,MKR
MKR/USDT,Maker,MKR
MKR/ETH,Maker,MKR
MLK/BTC,MiL.k,MLK
MLK/USDT,MiL.k,MLK
MLS/USDT,Metaland Shares,MLS
MM/USDT,MetaMecha,MM
MMM/USDT,Meta Merge,MMM
MNT/USDT,Mantle,MNT
MNW/USDT,Morpheus.Network,MNW
MOBILE/USDT,Helium Mobile,MOBILE
MONI/USDT,Monsta Infinite,MONI
MOVR/ETH,Moonriver,MOVR
MOVR/USDT,Moonriver,MOVR
MPLX/USDT,Metaplex,MPLX
MTL/USDT,Metal DAO,MTL
MTL/BTC,Metal DAO,MTL
MTRG/USDT,Meter Governance,MTRG
MTS/USDT,Metastrike,MTS
MTV/BTC,MultiVAC,MTV
MTV/USDT,MultiVAC,MTV
MTV/ETH,MultiVAC,MTV
MUBI/USDT,Multibit,MUBI
MV/USDT,GensoKishi Metaverse,MV
MXC/USDT,MXC,MXC
MXM/USDT,MixMob,MXM
MYRIA/USDT,Myria,MYRIA
MYRO/USDT,Myro,MYRO
NAKA/USDT,Nakamoto Games,NAKA
NAVI/USDT,Atlas Navi,NAVI
NAVX/USDT,NAVI Protocol,NAVX
NEAR/BTC,NEAR Protocol,NEAR
NEAR/USDT,NEAR Protocol,NEAR
NEAR/USDC,NEAR Protocol,NEAR
NEER/USDT,MNet Pioneer,NEER
NEO/BTC,Neo,NEO
NEO/USDT,Neo,NEO
NEO/KCS,Neo,NEO
NEO/ETH,Neo,NEO
NEON/USDT,Neon EVM,NEON
NETVR/USDT,Netvrk,NETVR
NFP/USDT,NFPrompt,NFP
NFT/TRX,APENFT,NFT
NFT/USDT,APENFT,NFT
NGC/USDT,NAGA,NGC
NGL/BTC,Gold Fever,NGL
NGL/USDT,Gold Fever,NGL
NHCT/USDT,Hurricane NFT,NHCT
NIM/USDT,Nimiq,NIM
NIM/ETH,Nimiq,NIM
NIM/BTC,Nimiq,NIM
NKN/BTC,NKN,NKN
NKN/USDT,NKN,NKN
NMR/BTC,Numeraire,NMR
NMR/USDT,Numeraire,NMR
NOIA/BTC,Syntropy,NOIA
NOIA/USDT,Syntropy,NOIA
NOM/USDT,Onomy Protocol,NOM
NORD/USDT,Nord Finance,NORD
NORD/BTC,Nord Finance,NORD
NTRN/USDT,Neutron,NTRN
NUM/USDT,Numbers Protocol,NUM
NWC/BTC,Newscrypto,NWC
NWC/USDT,Newscrypto,NWC
NXRA/ETH,AllianceBlock Nexera,NXRA
NXRA/USDT,AllianceBlock Nexera,NXRA
NYM/USDT,NYM,NYM
OAS/USDT,Oasys,OAS
OBI/USDT,Orbofi AI,OBI
OCEAN/BTC,Ocean Protocol,OCEAN
OCEAN/USDT,Ocean Protocol,OCEAN
OCEAN/ETH,Ocean Protocol,OCEAN
ODDZ/USDT,Oddz,ODDZ
OFN/USDT,Openfabric AI,OFN
OGN/USDT,Origin Protocol,OGN
OGN/BTC,Origin Protocol,OGN
OGV/USDT,Origin DeFi Governance,OGV
OLE/USDT,OpenLeverage,OLE
OLT/BTC,OneLedger,OLT
OLT/USDT,OneLedger,OLT
OM/BTC,MANTRA,OM
OM/USDT,MANTRA,OM
OMG/BTC,OMG Network,OMG
OMG/ETH,OMG Network,OMG
OMG/USDT,OMG Network,OMG
ONDO/USDT,Ondo,ONDO
ONE/BTC,Harmony,ONE
ONE/USDT,Harmony,ONE
ONT/USDT,Ontology,ONT
ONT/BTC,Ontology,ONT
ONT/ETH,Ontology,ONT
OOE/USDT,OpenOcean,OOE
OP/USDC,Optimism,OP
OP/USDT,Optimism,OP
OPUL/USDT,Opulous,OPUL
ORAI/USDT,Oraichain,ORAI
ORBS/USDT,Orbs,ORBS
ORBS/BTC,Orbs,ORBS
ORC/USDT,Orbit Chain,ORC
