pair,name,base
XMR/USD,Monero,XMR
XMR/EUR,Monero,XMR
XMR/USDT,Monero,XMR
XMR/XBT,Monero,XMR
XRP/EUR,XRP,XRP
XRP/ETH,XRP,XRP
XRP/AUD,XRP,XRP
XRP/USDT,XRP,XRP
XRP/CAD,XRP,XRP
XRP/USD,XRP,XRP
XRP/GBP,XRP,XRP
XRP/XBT,XRP,XRP
XTZ/USDT,Tezos,XTZ
XTZ/EUR,Tezos,XTZ
XTZ/USD,Tezos,XTZ
YFI/USD,yearn.finance,YFI
YFI/EUR,yearn.finance,YFI
ZEC/EUR,Zcash,ZEC
ZEC/USD,Zcash,ZEC
ZRX/USD,0x Protocol,ZRX
ZRX/EUR,0x Protocol,ZRX
ZRX/XBT,0x Protocol,ZRX
