pair,name,base
BNB/TUSD,BNB,BNB
BNB/ETH,BNB,BNB
BNB/EUR,BNB,BNB
BNB/DAI,BNB,BNB
BNT/USDT,Bancor,BNT
BNT/BTC,Bancor,BNT
BNT/ETH,Bancor,BNT
BNX/USDT,BinaryX,BNX
BNX/BTC,BinaryX,BNX
BOND/USDT,BarnBridge,BOND
BOND/BTC,BarnBridge,BOND
BONK/FDUSD,Bonk,BONK
BONK/TRY,Bonk,BONK
BONK/USDT,Bonk,BONK
BSW/USDT,Biswap,BSW
BSW/TRY,Biswap,BSW
BTC/BRL,Bitcoin,BTC
BTC/FDUSD,Bitcoin,BTC
BTC/TRY,Bitcoin,BTC
BTC/TUSD,Bitcoin,BTC
BTC/UAH,Bitcoin,BTC
BTC/ZAR,Bitcoin,BTC
BTC/BIDR,Bitcoin,BTC
BTC/RON,Bitcoin,BTC
BTC/PLN,Bitcoin,BTC
BTC/NGN,Bitcoin,BTC
BTC/EUR,Bitcoin,BTC
BTC/USDC,Bitcoin,BTC
BTC/DAI,Bitcoin,BTC
BTC/USDT,Bitcoin,BTC
BTC/AEUR,Bitcoin,BTC
BTC/ARS,Bitcoin,BTC
BTTC/TRY,BitTorrent (New),BTTC
BTTC/USDT,BitTorrent (New),BTTC
BURGER/USDT,BurgerCities,BURGER
C98/USDT,Coin98,C98
C98/BTC,Coin98,C98
CAKE/TUSD,PancakeSwap,CAKE
CAKE/USDT,PancakeSwap,CAKE
CAKE/BNB,PancakeSwap,CAKE
CAKE/BTC,PancakeSwap,CAKE
CAKE/TRY,PancakeSwap,CAKE
CELO/BTC,Celo,CELO
CELO/USDT,Celo,CELO
CELR/USDT,Celer Network,CELR
CELR/BTC,Celer Network,CELR
CFX/TUSD,Conflux,CFX
CFX/USDT,Conflux,CFX
CFX/TRY,Conflux,CFX
CFX/BTC,Conflux,CFX
CHESS/BTC,Tranchess,CHESS
CHESS/USDT,Tranchess,CHESS
CHR/BTC,Chromia,CHR
CHR/BNB,Chromia,CHR
CHR/ETH,Chromia,CHR
CHR/USDT,Chromia,CHR
CHZ/BRL,Chiliz,CHZ
CHZ/EUR,Chiliz,CHZ
CHZ/TRY,Chiliz,CHZ
CHZ/FDUSD,Chiliz,CHZ
CHZ/BNB,Chiliz,CHZ
CHZ/BTC,Chiliz,CHZ
CHZ/USDT,Chiliz,CHZ
CITY/TRY,Manchester City Fan Token,CITY
CITY/USDT,Manchester City Fan Token,CITY
CKB/TRY,Nervos Network,CKB
CKB/USDT,Nervos Network,CKB
CLV/BTC,CLV,CLV
CLV/USDT,CLV,CLV
COMBO/USDT,COMBO,COMBO
COMBO/TRY,COMBO,COMBO
COMP/USDT,Compound,COMP
COMP/TRY,Compound,COMP
COMP/TUSD,Compound,COMP
COMP/BTC,Compound,COMP
COS/BTC,Contentos,COS
COS/TRY,Contentos,COS
COS/USDT,Contentos,COS
COTI/USDT,COTI,COTI
COTI/BTC,COTI,COTI
COTI/TRY,COTI,COTI
CREAM/USDT,Cream Finance,CREAM
CRV/BTC,Curve DAO Token,CRV
CRV/USDT,Curve DAO Token,CRV
CTK/USDT,Shentu,CTK
CTK/BTC,Shentu,CTK
CTK/BNB,Shentu,CTK
CTSI/USDT,Cartesi,CTSI
CTSI/BNB,Cartesi,CTSI
CTSI/BTC,Cartesi,CTSI
CTXC/USDT,Cortex,CTXC
CTXC/BTC,Cortex,CTXC
CVC/USDT,Civic,CVC
CVP/USDT,PowerPool,CVP
CVX/USDT,Convex Finance,CVX
CYBER/BTC,CyberConnect,CYBER
CYBER/TUSD,CyberConnect,CYBER
CYBER/ETH,CyberConnect,CYBER
CYBER/TRY,CyberConnect,CYBER
CYBER/BNB,CyberConnect,CYBER
CYBER/FDUSD,CyberConnect,CYBER
CYBER/USDT,CyberConnect,CYBER
DAR/USDT,Mines of Dalarnia,DAR
DAR/TRY,Mines of Dalarnia,DAR
DAR/BTC,Mines of Dalarnia,DAR
DASH/ETH,Dash,DASH
DASH/USDT,Dash,DASH
DASH/BTC,Dash,DASH
DATA/BTC,Streamr,DATA
DATA/USDT,Streamr,DATA
DCR/BTC,Decred,DCR
DCR/USDT,Decred,DCR
DEGO/BTC,Dego Finance,DEGO
DEGO/USDT,Dego Finance,DEGO
DENT/ETH,Dent,DENT
DENT/USDT,Dent,DENT
DENT/TRY,Dent,DENT
DEXE/USDT,DeXe,DEXE
DF/USDT,dForce,DF
DGB/USDT,DigiByte,DGB
DGB/BTC,DigiByte,DGB
DIA/BTC,DIA,DIA
DIA/USDT,DIA,DIA
DOCK/USDT,Dock,DOCK
DOCK/BTC,Dock,DOCK
DODO/BTC,DODO,DODO
DODO/USDT,DODO,DODO
DOGE/TUSD,Dogecoin,DOGE
DOGE/BTC,Dogecoin,DOGE
DOGE/USDC,Dogecoin,DOGE
DOGE/BRL,Dogecoin,DOGE
DOGE/USDT,Dogecoin,DOGE
DOGE/EUR,Dogecoin,DOGE
DOGE/FDUSD,Dogecoin,DOGE
DOGE/TRY,Dogecoin,DOGE
DOT/BTC,Polkadot,DOT
DOT/EUR,Polkadot,DOT
DOT/ETH,Polkadot,DOT
DOT/BNB,Polkadot,DOT
DOT/FDUSD,Polkadot,DOT
DOT/TRY,Polkadot,DOT
DOT/BRL,Polkadot,DOT
DOT/USDC,Polkadot,DOT
DOT/TUSD,Polkadot,DOT
DOT/USDT,Polkadot,DOT
DREP/USDT,Drep [new],DREP
DREP/BTC,Drep [new],DREP
DUSK/BTC,Dusk,DUSK
DUSK/USDT,Dusk,DUSK
DYDX/FDUSD,dYdX (ethDYDX),DYDX
DYDX/TRY,dYdX (ethDYDX),DYDX
DYDX/BNB,dYdX (ethDYDX),DYDX
DYDX/BTC,dYdX (ethDYDX),DYDX
DYDX/USDT,dYdX (ethDYDX),DYDX
DYM/BTC,Dymension,DYM
DYM/USDT,Dymension,DYM
DYM/FDUSD,Dymension,DYM
DYM/TRY,Dymension,DYM
EDU/BTC,Open Campus,EDU
EDU/USDT,Open Campus,EDU
EDU/TUSD,Open Campus,EDU
EDU/TRY,Open Campus,EDU
EDU/BNB,Open Campus,EDU
EGLD/BNB,MultiversX,EGLD
EGLD/RON,MultiversX,EGLD
EGLD/BTC,MultiversX,EGLD
EGLD/ETH,MultiversX,EGLD
EGLD/EUR,MultiversX,EGLD
EGLD/USDT,MultiversX,EGLD
EGLD/FDUSD,MultiversX,EGLD
ELF/BTC,aelf,ELF
ELF/USDT,aelf,ELF
ELF/ETH,aelf,ELF
ENJ/TRY,Enjin Coin,ENJ
ENJ/ETH,Enjin Coin,ENJ
ENJ/BTC,Enjin Coin,ENJ
ENJ/USDT,Enjin Coin,ENJ
ENS/TRY,Ethereum Name Service,ENS
ENS/BTC,Ethereum Name Service,ENS
ENS/FDUSD,Ethereum Name Service,ENS
ENS/USDT,Ethereum Name Service,ENS
EOS/USDT,EOS,EOS
EOS/TRY,EOS,EOS
EOS/BTC,EOS,EOS
EOS/ETH,EOS,EOS
EPX/USDT,Ellipsis,EPX
ERN/USDT,Ethernity,ERN
ETC/TRY,Ethereum Classic,ETC
ETC/BTC,Ethereum Classic,ETC
ETC/USDT,Ethereum Classic,ETC
ETC/ETH,Ethereum Classic,ETC
ETC/BNB,Ethereum Classic,ETC
ETC/FDUSD,Ethereum Classic,ETC
ETH/UAH,Ethereum,ETH
ETH/BTC,Ethereum,ETH
ETH/BIDR,Ethereum,ETH
ETH/EUR,Ethereum,ETH
ETH/BRL,Ethereum,ETH
ETH/PLN,Ethereum,ETH
ETH/USDC,Ethereum,ETH
ETH/DAI,Ethereum,ETH
ETH/FDUSD,Ethereum,ETH
ETH/ZAR,Ethereum,ETH
ETH/TUSD,Ethereum,ETH
ETH/TRY,Ethereum,ETH
ETH/USDT,Ethereum,ETH
ETH/AEUR,Ethereum,ETH
FARM/BTC,Harvest Finance,FARM
FARM/USDT,Harvest Finance,FARM
FDUSD/TRY,First Digital USD,FDUSD
FDUSD/USDT,First Digital USD,FDUSD
FET/FDUSD,Fetch.ai,FET
FET/USDT,Fetch.ai,FET
FET/TRY,Fetch.ai,FET
FET/BTC,Fetch.ai,FET
FET/BNB,Fetch.ai,FET
FIDA/BTC,Bonfida,FIDA
FIDA/USDT,Bonfida,FIDA
FIDA/TRY,Bonfida,FIDA
FIL/ETH,Filecoin,FIL
FIL/USDC,Filecoin,FIL
FIL/TRY,Filecoin,FIL
FIL/BNB,Filecoin,FIL
FIL/FDUSD,Filecoin,FIL
FIL/USDT,Filecoin,FIL
FIL/BTC,Filecoin,FIL
FIO/BTC,FIO Protocol,FIO
FIO/USDT,FIO Protocol,FIO
FIRO/USDT,Firo,FIRO
FIRO/BTC,Firo,FIRO
FIS/USDT,StaFi,FIS
FIS/BTC,StaFi,FIS
FLM/USDT,Flamingo,FLM
FLM/BTC,Flamingo,FLM
FLOKI/TRY,FLOKI,FLOKI
FLOKI/USDT,FLOKI,FLOKI
FLOW/USDT,Flow,FLOW
FLOW/BTC,Flow,FLOW
FLUX/BTC,Flux,FLUX
FLUX/USDT,Flux,FLUX
FOR/BTC,ForTube,FOR
FOR/USDT,ForTube,FOR
FORTH/BTC,Ampleforth Governance Token,FORTH
FORTH/USDT,Ampleforth Governance Token,FORTH
FRONT/TUSD,Frontier,FRONT
FRONT/BTC,Frontier,FRONT
FRONT/TRY,Frontier,FRONT
FRONT/USDT,Frontier,FRONT
FTM/FDUSD,Fantom,FTM
FTM/ETH,Fantom,FTM
FTM/TRY,Fantom,FTM
FTM/BTC,Fantom,FTM
FTM/EUR,Fantom,FTM
FTM/USDT,Fantom,FTM
FTM/BNB,Fantom,FTM
FTT/USDT,FTX Token,FTT
FUN/ETH,FUNToken,FUN
FUN/USDT,FUNToken,FUN
FXS/BTC,Frax Share,FXS
FXS/USDT,Frax Share,FXS
GAL/TRY,Galxe,GAL
GAL/BTC,Galxe,GAL
GAL/USDT,Galxe,GAL
GALA/USDT,Gala,GALA
GALA/BRL,Gala,GALA
GALA/ETH,Gala,GALA
GALA/BTC,Gala,GALA
GALA/FDUSD,Gala,GALA
GALA/EUR,Gala,GALA
GALA/TRY,Gala,GALA
GALA/BNB,Gala,GALA
GAS/FDUSD,Gas,GAS
GAS/USDT,Gas,GAS
GAS/TRY,Gas,GAS
GAS/BTC,Gas,GAS
GFT/USDT,Gifto,GFT
GHST/USDT,Aavegotchi,GHST
GLM/USDT,Golem,GLM
GLM/BTC,Golem,GLM
GLMR/USDT,Moonbeam,GLMR
GLMR/BTC,Moonbeam,GLMR
GMT/TRY,GMT,GMT
GMT/BTC,GMT,GMT
GMT/BNB,GMT,GMT
GMT/USDT,GMT,GMT
GMT/EUR,GMT,GMT
GMX/USDT,GMX,GMX
GMX/BTC,GMX,GMX
GNO/USDT,Gnosis,GNO
GNS/BTC,Gains Network,GNS
GNS/USDT,Gains Network,GNS
GRT/TRY,The Graph,GRT
GRT/BTC,The Graph,GRT
GRT/ETH,The Graph,GRT
GRT/USDT,The Graph,GRT
GRT/EUR,The Graph,GRT
GTC/USDT,Gitcoin,GTC
GTC/BTC,Gitcoin,GTC
HARD/BTC,Kava Lend,HARD
HARD/USDT,Kava Lend,HARD
HBAR/BNB,Hedera,HBAR
HBAR/USDT,Hedera,HBAR
HBAR/TRY,Hedera,HBAR
HBAR/BTC,Hedera,HBAR
HFT/BTC,Hashflow,HFT
HFT/USDT,Hashflow,HFT
HIFI/USDT,Hifi Finance,HIFI
HIGH/USDT,Highstreet,HIGH
HIGH/BTC,Highstreet,HIGH
HIVE/USDT,Hive,HIVE
HIVE/BTC,Hive,HIVE
HOOK/USDT,Hooked Protocol,HOOK
HOOK/BTC,Hooked Protocol,HOOK
HOT/TRY,Holo,HOT
HOT/USDT,Holo,HOT
HOT/ETH,Holo,HOT
ICP/FDUSD,Internet Computer,ICP
ICP/EUR,Internet Computer,ICP
ICP/ETH,Internet Computer,ICP
ICP/BNB,Internet Computer,ICP
ICP/BTC,Internet Computer,ICP
ICP/TRY,Internet Computer,ICP
ICP/USDT,Internet Computer,ICP
ICX/USDT,ICON,ICX
ICX/BTC,ICON,ICX
ID/TUSD,SPACE ID,ID
ID/BTC,SPACE ID,ID
ID/USDT,SPACE ID,ID
ID/TRY,SPACE ID,ID
IDEX/USDT,IDEX,IDEX
IDEX/BTC,IDEX,IDEX
ILV/USDT,Illuvium,ILV
ILV/BTC,Illuvium,ILV
IMX/USDT,Immutable,IMX
IMX/BTC,Immutable,IMX
INJ/BTC,Injective,INJ
INJ/TUSD,Injective,INJ
INJ/BNB,Injective,INJ
INJ/ETH,Injective,INJ
INJ/TRY,Injective,INJ
INJ/USDT,Injective,INJ
INJ/USDC,Injective,INJ
INJ/FDUSD,Injective,INJ
IOST/USDT,IOST,IOST
IOST/BTC,IOST,IOST
IOTA/USDT,IOTA,IOTA
IOTA/FDUSD,IOTA,IOTA
IOTA/ETH,IOTA,IOTA
IOTA/TRY,IOTA,IOTA
IOTA/BTC,IOTA,IOTA
IOTX/ETH,IoTeX,IOTX
IOTX/BTC,IoTeX,IOTX
IOTX/USDT,IoTeX,IOTX
IQ/USDT,IQ,IQ
IRIS/USDT,IRISnet,IRIS
IRIS/BTC,IRISnet,IRIS
JASMY/TRY,JasmyCoin,JASMY
JASMY/USDT,JasmyCoin,JASMY
JOE/USDT,JOE,JOE
JOE/TRY,JOE,JOE
JOE/BTC,JOE,JOE
JST/BTC,JUST,JST
JST/USDT,JUST,JST
JTO/TRY,Jito,JTO
JTO/USDT,Jito,JTO
JTO/FDUSD,Jito,JTO
JUP/USDC,Jupiter,JUP
JUP/TRY,Jupiter,JUP
JUP/USDT,Jupiter,JUP
JUP/FDUSD,Jupiter,JUP
JUV/TRY,Juventus Fan Token,JUV
JUV/USDT,Juventus Fan Token,JUV
KAVA/BTC,Kava,KAVA
KAVA/USDT,Kava,KAVA
KDA/BTC,Kadena,KDA
KDA/USDT,Kadena,KDA
KEY/USDT,SelfKey,KEY
KLAY/BTC,Klaytn,KLAY
KLAY/USDT,Klaytn,KLAY
KMD/BTC,Komodo,KMD
KMD/USDT,Komodo,KMD
KNC/USDT,Kyber Network Crystal v2,KNC
KNC/BTC,Kyber Network Crystal v2,KNC
KP3R/USDT,Keep3rV1,KP3R
KSM/BTC,Kusama,KSM
KSM/USDT,Kusama,KSM
LAZIO/BTC,S.S. Lazio Fan Token,LAZIO
LAZIO/EUR,S.S. Lazio Fan Token,LAZIO
LAZIO/TRY,S.S. Lazio Fan Token,LAZIO
LAZIO/USDT,S.S. Lazio Fan Token,LAZIO
LDO/BTC,Lido DAO,LDO
LDO/USDT,Lido DAO,LDO
LDO/TRY,Lido DAO,LDO
LDO/FDUSD,Lido DAO,LDO
LDO/TUSD,Lido DAO,LDO
LEVER/USDT,LeverFi,LEVER
LEVER/TRY,LeverFi,LEVER
LINA/USDT,Linear Finance,LINA
LINA/BTC,Linear Finance,LINA
LINK/ETH,Chainlink,LINK
LINK/FDUSD,Chainlink,LINK
LINK/TUSD,Chainlink,LINK
LINK/USDT,Chainlink,LINK
LINK/USDC,Chainlink,LINK
LINK/BRL,Chainlink,LINK
LINK/BTC,Chainlink,LINK
LINK/EUR,Chainlink,LINK
LINK/BNB,Chainlink,LINK
LINK/TRY,Chainlink,LINK
LIT/USDT,Litentry,LIT
LIT/BTC,Litentry,LIT
LOKA/BTC,League of Kingdoms Arena,LOKA
LOKA/USDT,League of Kingdoms Arena,LOKA
LOOM/TRY,Loom Network,LOOM
LOOM/USDT,Loom Network,LOOM
LOOM/BTC,Loom Network,LOOM
LPT/BTC,Livepeer,LPT
LPT/USDT,Livepeer,LPT
LPT/BNB,Livepeer,LPT
LPT/TRY,Livepeer,LPT
LQTY/BTC,Liquity,LQTY
LQTY/USDT,Liquity,LQTY
LRC/USDT,Loopring,LRC
LRC/TRY,Loopring,LRC
LRC/ETH,Loopring,LRC
LRC/BTC,Loopring,LRC
LSK/BTC,Lisk,LSK
LSK/USDT,Lisk,LSK
LSK/ETH,Lisk,LSK
LTC/TUSD,Litecoin,LTC
LTC/BRL,Litecoin,LTC
LTC/ETH,Litecoin,LTC
LTC/USDT,Litecoin,LTC
LTC/BNB,Litecoin,LTC
LTC/TRY,Litecoin,LTC
LTC/EUR,Litecoin,LTC
LTC/FDUSD,Litecoin,LTC
LTC/BTC,Litecoin,LTC
LTO/BTC,LTO Network,LTO
LTO/USDT,LTO Network,LTO
LUNA/USDT,Terra,LUNA
LUNA/TRY,Terra,LUNA
LUNC/USDT,Terra Classic,LUNC
LUNC/TRY,Terra Classic,LUNC
MAGIC/TRY,Treasure,MAGIC
MAGIC/BTC,Treasure,MAGIC
MAGIC/USDT,Treasure,MAGIC
MAGIC/FDUSD,Treasure,MAGIC
MANA/USDT,Decentraland,MANA
MANA/TRY,Decentraland,MANA
MANA/BTC,Decentraland,MANA
MANA/ETH,Decentraland,MANA
MANTA/BNB,Manta Network,MANTA
MANTA/FDUSD,Manta Network,MANTA
MANTA/USDC,Manta Network,MANTA
MANTA/TRY,Manta Network,MANTA
MANTA/USDT,Manta Network,MANTA
MANTA/BTC,Manta Network,MANTA
MASK/BNB,Mask Network,MASK
MASK/USDT,Mask Network,MASK
MATIC/ETH,Polygon,MATIC
MATIC/USDC,Polygon,MATIC
MATIC/BRL,Polygon,MATIC
MATIC/USDT,Polygon,MATIC
MATIC/FDUSD,Polygon,MATIC
MATIC/TRY,Polygon,MATIC
MATIC/TUSD,Polygon,MATIC
MATIC/BTC,Polygon,MATIC
MATIC/BNB,Polygon,MATIC
MATIC/EUR,Polygon,MATIC
MAV/TUSD,Maverick Protocol,MAV
MAV/BTC,Maverick Protocol,MAV
MAV/USDT,Maverick Protocol,MAV
MAV/TRY,Maverick Protocol,MAV
MBL/USDT,MovieBloc,MBL
MBOX/BTC,MOBOX,MBOX
MBOX/TRY,MOBOX,MBOX
MBOX/USDT,MOBOX,MBOX
MBOX/BNB,MOBOX,MBOX
MDT/BTC,Measurable Data Token,MDT
MDT/USDT,Measurable Data Token,MDT
MDX/BTC,Mdex,MDX
MDX/USDT,Mdex,MDX
MEME/ETH,Memecoin,MEME
MEME/FDUSD,Memecoin,MEME
MEME/BNB,Memecoin,MEME
MEME/USDT,Memecoin,MEME
MEME/TRY,Memecoin,MEME
MEME/TUSD,Memecoin,MEME
MINA/BTC,Mina,MINA
MINA/USDT,Mina,MINA
MINA/TRY,Mina,MINA
MKR/USDT,Maker,MKR
MKR/BTC,Maker,MKR
MLN/BTC,Enzyme,MLN
MLN/USDT,Enzyme,MLN
MOB/USDT,MobileCoin,MOB
MOB/BTC,MobileCoin,MOB
MOVR/TRY,Moonriver,MOVR
MOVR/USDT,Moonriver,MOVR
MOVR/BTC,Moonriver,MOVR
MTL/BTC,Metal DAO,MTL
MTL/TRY,Metal DAO,MTL
MTL/USDT,Metal DAO,MTL
NEAR/TRY,NEAR Protocol,NEAR
NEAR/BNB,NEAR Protocol,NEAR
NEAR/BTC,NEAR Protocol,NEAR
NEAR/FDUSD,NEAR Protocol,NEAR
NEAR/EUR,NEAR Protocol,NEAR
NEAR/USDT,NEAR Protocol,NEAR
NEAR/ETH,NEAR Protocol,NEAR
NEO/BTC,Neo,NEO
NEO/USDT,Neo,NEO
NEO/TRY,Neo,NEO
NEXO/USDT,Nexo,NEXO
NEXO/BTC,Nexo,NEXO
NFP/TRY,NFPrompt,NFP
NFP/FDUSD,NFPrompt,NFP
NFP/USDT,NFPrompt,NFP
NFP/BTC,NFPrompt,NFP
NFP/TUSD,NFPrompt,NFP
NFP/BNB,NFPrompt,NFP
NKN/BTC,NKN,NKN
NKN/USDT,NKN,NKN
NMR/USDT,Numeraire,NMR
NMR/BTC,Numeraire,NMR
